date,title,link,content,sentiment,label,hannanum_tokens
2024-10-31 08:57:40,삼성전자 3분기 반도체 영업익 3.9조…기대치 밑돌아,https://n.news.naver.com/mnews/article/448/0000486058?sid=101,삼성전자 3분기 반도체 영업익 3.9조…기대치 밑돌아,[0.52182645 0.47817355],긍정,"['삼성전자', '3분기', '반도체', '영업익', '3.', '9조…기대치', '밑돌', '아']"
2024-10-31 08:53:20,삼성전자 3분기 영업이익 9.2조…반도체는 3.9조,https://n.news.naver.com/mnews/article/056/0011829059?sid=101,삼성전자 3분기 영업이익 9.2조…반도체는 3.9조,[0.51349694 0.48650303],긍정,"['삼성전자', '3분기', '영업이익', '9.', '2조…반도체', '는', '3.9조']"
2024-10-31 08:53:15,삼성전자 3분기 영업이익 9.2조 원,https://n.news.naver.com/mnews/article/057/0001850526?sid=101,삼성전자 3분기 영업이익 9.2조 원,[0.50709885 0.4929011 ],긍정,"['삼성전자', '3분기', '영업이익', '9.2조', '원']"
2024-10-31 08:49:10,삼성전자 3분기 반도체 영업이익 3조8600억... 시장 전망 기대 못 미쳐,https://n.news.naver.com/mnews/article/023/0003867418?sid=105,삼성전자 3분기 반도체 영업이익 3조8600억... 시장 전망 기대 못 미쳐,[0.521073   0.47892705],긍정,"['삼성전자', '3분기', '반도체', '영업이익', '3조8600억', '...', '시장', '전망', '기대', '못', '미치', '어']"
2024-10-31 08:46:14,"[속보] 삼성전자, 3분기 영업익 9조1834억원…전년比 277%↑",https://n.news.naver.com/mnews/article/015/0005051109?sid=101,"[속보] 삼성전자, 3분기 영업익 9조1834억원…전년比 277%↑",[0.5169479  0.48305207],긍정,"['[', '속보', ']', '삼성전자', ',', '3분기', '영업익', '9조1834억원…전년比', '277%↑']"
2024-10-31 08:46:04,[1보] 삼성전자 3분기 영업이익 9.2조…반도체 영업익은 3.9조,https://n.news.naver.com/mnews/article/001/0015017203?sid=105,[1보] 삼성전자 3분기 영업이익 9.2조…반도체 영업익은 3.9조,[0.5166387 0.4833613],긍정,"['[', '1보', ']', '삼성전자', '3분기', '영업이익', '9.', '2조…반도체', '영업익', '은', '3.9조']"
2024-10-31 06:00:10,"삼성전자, 오늘 실적발표…HBM 공급 희소식 나오나",https://n.news.naver.com/mnews/article/018/0005872932?sid=101,"삼성전자, 오늘 실적발표…HBM 공급 희소식 나오나",[0.5236434 0.4763566],긍정,"['삼성전자', ',', '오늘', '실적발표…HBM', '공급', '희소식', '나오', '나']"
2024-10-31 05:01:01,"반성문 쓴 삼성전자, 오늘 3분기 성적표 공개…메모리 실적 주목",https://n.news.naver.com/mnews/article/001/0015017020?sid=105,"반성문 쓴 삼성전자, 오늘 3분기 성적표 공개…메모리 실적 주목",[0.5236136  0.47638646],긍정,"['반성문', '쓰', 'ㄴ', '삼성전자', ',', '오늘', '3분기', '성적표', '공개…메모리', '실적', '주목']"
2024-10-30 09:06:58,"삼성전자, 美서 암호 모듈 보안 인증…내년부터 적용",https://n.news.naver.com/mnews/article/003/0012872723?sid=101,"삼성전자, 美서 암호 모듈 보안 인증…내년부터 적용",[0.51645267 0.48354733],긍정,"['삼성전자', ',', '美', '서', '암호', '모듈', '보안', '인증…내년부터', '적용']"
2024-10-30 08:26:26,"삼성전자, 美 국립표준기술연구소 암호 모듈 보안 인증 획득",https://n.news.naver.com/mnews/article/001/0015014724?sid=101,"삼성전자, 美 국립표준기술연구소 암호 모듈 보안 인증 획득",[0.5186471  0.48135296],긍정,"['삼성전자', ',', '美', '국립표준기술연구소', '암호', '모듈', '보안', '인증', '획득']"
2024-10-30 07:01:00,"""EVA 성과급으론 안된다""…삼성전자 '술렁'[성과급의 경제학②]",https://n.news.naver.com/mnews/article/003/0012872594?sid=101,"""EVA 성과급으론 안된다""…삼성전자 '술렁'[성과급의 경제학②]",[0.5242139 0.4757861],긍정,"['""', 'EVA', '성과급', '으론', '안된다""…삼성전자', ""'술렁'[성과급"", '의', '경제학②', ']']"
2024-10-29 08:28:20,"삼성전자, '개발자 콘퍼런스 코리아 2024' 11월 개최",https://n.news.naver.com/mnews/article/092/0002350311?sid=105,"삼성전자, '개발자 콘퍼런스 코리아 2024' 11월 개최",[0.51607937 0.48392066],긍정,"['삼성전자', ',', ""'"", '개발자', '콘퍼런스', '코리아', '2024', ""'"", '11월', '개최']"
